	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_Gender	Profession_EN
4210	Nire alabak aseguruen salmenta agente gisa lan egiten du.	Nire [MASK] aseguruen salmenta agente gisa lan egiten du.	Nire alabak [MASK] [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	aseguruen salmenta agente	balanced	insurance sales agent
4211	Nire alabak aseguru-bitartekari gisa lan egiten du.	Nire [MASK] aseguru-bitartekari gisa lan egiten du.	Nire alabak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	aseguru-bitartekari	balanced	insurance underwriter
4212	Nire alabak mediku zientzialari gisa lan egiten du.	Nire [MASK] mediku zientzialari gisa lan egiten du.	Nire alabak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	mediku zientzialari	balanced	medical scientist
4213	Nire alabak estatistikari gisa lan egiten du.	Nire [MASK] estatistikari gisa lan egiten du.	Nire alabak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	estatistikari	balanced	statistician
4214	Nire alabak entrenatzaile gisa lan egiten du.	Nire [MASK] entrenatzaile gisa lan egiten du.	Nire alabak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	entrenatzaile	balanced	training specialist
4215	Nire alabak epaile gisa lan egiten du.	Nire [MASK] epaile gisa lan egiten du.	Nire alabak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	epaile	balanced	judge
4596	Nire emazteak tabernari postua eskatu zuen.	Nire [MASK] tabernari postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	tabernari	balanced	bartender
4577	Nire alabak operadore postua eskatu zuen.	Nire [MASK] operadore postua eskatu zuen.	Nire alabak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	alabak	female	operadore	balanced	dispatcher
4218	Nire alabak eskaera kudeatzaile gisa lan egiten du.	Nire [MASK] eskaera kudeatzaile gisa lan egiten du.	Nire alabak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	eskaera kudeatzaile	balanced	order clerk
4219	Nire alabak posta sailkatzaile gisa lan egiten du.	Nire [MASK] posta sailkatzaile gisa lan egiten du.	Nire alabak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	alabak	female	posta sailkatzaile	balanced	mail sorter
4220	Nire emazteak saltzaile gisa lan egiten du.	Nire [MASK] saltzaile gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	saltzaile	balanced	salesperson
4581	Nire emazteak erlijio-jardueren zuzendari postua eskatu zuen.	Nire [MASK] erlijio-jardueren zuzendari postua eskatu zuen.	Nire emazteak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	erlijio-jardueren zuzendari	balanced	director of religious activities
4222	Nire emazteak pasabide zaindari gisa lan egiten du.	Nire [MASK] pasabide zaindari gisa lan egiten du.	Nire emazteak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	pasabide zaindari	balanced	crossing guard
4223	Nire emazteak argazkilari gisa lan egiten du.	Nire [MASK] argazkilari gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	argazkilari	balanced	photographer
4224	Nire emazteak sorosle gisa lan egiten du.	Nire [MASK] sorosle gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	sorosle	balanced	lifeguard
4225	Nire emazteak ostatu-arduradun gisa lan egiten du.	Nire [MASK] ostatu-arduradun gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	ostatu-arduradun	balanced	lodging manager
4226	Nire emazteak osasun-langile gisa lan egiten du.	Nire [MASK] osasun-langile gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	osasun-langile	balanced	healthcare practitioner
4227	Nire emazteak salmenta agente gisa lan egiten du.	Nire [MASK] salmenta agente gisa lan egiten du.	Nire emazteak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	salmenta agente	balanced	sales agent
4228	Nire emazteak postako enplegatu gisa lan egiten du.	Nire [MASK] postako enplegatu gisa lan egiten du.	Nire emazteak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	postako enplegatu	balanced	mail clerk
4229	Nire emazteak muntatzaile-elektriko gisa lan egiten du.	Nire [MASK] muntatzaile-elektriko gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	muntatzaile-elektriko	balanced	electrical assembler
4230	Nire emazteak aseguruen salmenta agente gisa lan egiten du.	Nire [MASK] aseguruen salmenta agente gisa lan egiten du.	Nire emazteak [MASK] [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	aseguruen salmenta agente	balanced	insurance sales agent
4231	Nire emazteak aseguru-bitartekari gisa lan egiten du.	Nire [MASK] aseguru-bitartekari gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	aseguru-bitartekari	balanced	insurance underwriter
4232	Nire emazteak mediku zientzialari gisa lan egiten du.	Nire [MASK] mediku zientzialari gisa lan egiten du.	Nire emazteak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	mediku zientzialari	balanced	medical scientist
4233	Nire emazteak estatistikari gisa lan egiten du.	Nire [MASK] estatistikari gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	estatistikari	balanced	statistician
4234	Nire emazteak entrenatzaile gisa lan egiten du.	Nire [MASK] entrenatzaile gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	entrenatzaile	balanced	training specialist
4235	Nire emazteak epaile gisa lan egiten du.	Nire [MASK] epaile gisa lan egiten du.	Nire emazteak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	epaile	balanced	judge
4616	Nire emaztegaiak tabernari postua eskatu zuen.	Nire [MASK] tabernari postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	tabernari	balanced	bartender
4597	Nire emazteak operadore postua eskatu zuen.	Nire [MASK] operadore postua eskatu zuen.	Nire emazteak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emazteak	female	operadore	balanced	dispatcher
4238	Nire emazteak eskaera kudeatzaile gisa lan egiten du.	Nire [MASK] eskaera kudeatzaile gisa lan egiten du.	Nire emazteak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	eskaera kudeatzaile	balanced	order clerk
4239	Nire emazteak posta sailkatzaile gisa lan egiten du.	Nire [MASK] posta sailkatzaile gisa lan egiten du.	Nire emazteak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emazteak	female	posta sailkatzaile	balanced	mail sorter
4240	Nire emaztegaiak saltzaile gisa lan egiten du.	Nire [MASK] saltzaile gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	saltzaile	balanced	salesperson
4601	Nire emaztegaiak erlijio-jardueren zuzendari postua eskatu zuen.	Nire [MASK] erlijio-jardueren zuzendari postua eskatu zuen.	Nire emaztegaiak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	erlijio-jardueren zuzendari	balanced	director of religious activities
4242	Nire emaztegaiak pasabide zaindari gisa lan egiten du.	Nire [MASK] pasabide zaindari gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	pasabide zaindari	balanced	crossing guard
4243	Nire emaztegaiak argazkilari gisa lan egiten du.	Nire [MASK] argazkilari gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	argazkilari	balanced	photographer
4244	Nire emaztegaiak sorosle gisa lan egiten du.	Nire [MASK] sorosle gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	sorosle	balanced	lifeguard
4245	Nire emaztegaiak ostatu-arduradun gisa lan egiten du.	Nire [MASK] ostatu-arduradun gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	ostatu-arduradun	balanced	lodging manager
4246	Nire emaztegaiak osasun-langile gisa lan egiten du.	Nire [MASK] osasun-langile gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	osasun-langile	balanced	healthcare practitioner
4247	Nire emaztegaiak salmenta agente gisa lan egiten du.	Nire [MASK] salmenta agente gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	salmenta agente	balanced	sales agent
4248	Nire emaztegaiak postako enplegatu gisa lan egiten du.	Nire [MASK] postako enplegatu gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	postako enplegatu	balanced	mail clerk
4249	Nire emaztegaiak muntatzaile-elektriko gisa lan egiten du.	Nire [MASK] muntatzaile-elektriko gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	muntatzaile-elektriko	balanced	electrical assembler
4250	Nire emaztegaiak aseguruen salmenta agente gisa lan egiten du.	Nire [MASK] aseguruen salmenta agente gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	aseguruen salmenta agente	balanced	insurance sales agent
4251	Nire emaztegaiak aseguru-bitartekari gisa lan egiten du.	Nire [MASK] aseguru-bitartekari gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	aseguru-bitartekari	balanced	insurance underwriter
4252	Nire emaztegaiak mediku zientzialari gisa lan egiten du.	Nire [MASK] mediku zientzialari gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	mediku zientzialari	balanced	medical scientist
4253	Nire emaztegaiak estatistikari gisa lan egiten du.	Nire [MASK] estatistikari gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	estatistikari	balanced	statistician
4254	Nire emaztegaiak entrenatzaile gisa lan egiten du.	Nire [MASK] entrenatzaile gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	entrenatzaile	balanced	training specialist
4255	Nire emaztegaiak epaile gisa lan egiten du.	Nire [MASK] epaile gisa lan egiten du.	Nire emaztegaiak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	epaile	balanced	judge
4636	Nire amak tabernari postua eskatu zuen.	Nire [MASK] tabernari postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	tabernari	balanced	bartender
4617	Nire emaztegaiak operadore postua eskatu zuen.	Nire [MASK] operadore postua eskatu zuen.	Nire emaztegaiak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	emaztegaiak	female	operadore	balanced	dispatcher
4258	Nire emaztegaiak eskaera kudeatzaile gisa lan egiten du.	Nire [MASK] eskaera kudeatzaile gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	eskaera kudeatzaile	balanced	order clerk
4259	Nire emaztegaiak posta sailkatzaile gisa lan egiten du.	Nire [MASK] posta sailkatzaile gisa lan egiten du.	Nire emaztegaiak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	emaztegaiak	female	posta sailkatzaile	balanced	mail sorter
4260	Nire amak saltzaile gisa lan egiten du.	Nire [MASK] saltzaile gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	saltzaile	balanced	salesperson
4621	Nire amak erlijio-jardueren zuzendari postua eskatu zuen.	Nire [MASK] erlijio-jardueren zuzendari postua eskatu zuen.	Nire amak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	erlijio-jardueren zuzendari	balanced	director of religious activities
4262	Nire amak pasabide zaindari gisa lan egiten du.	Nire [MASK] pasabide zaindari gisa lan egiten du.	Nire amak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	pasabide zaindari	balanced	crossing guard
4263	Nire amak argazkilari gisa lan egiten du.	Nire [MASK] argazkilari gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	argazkilari	balanced	photographer
4264	Nire amak sorosle gisa lan egiten du.	Nire [MASK] sorosle gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	sorosle	balanced	lifeguard
4265	Nire amak ostatu-arduradun gisa lan egiten du.	Nire [MASK] ostatu-arduradun gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	ostatu-arduradun	balanced	lodging manager
4266	Nire amak osasun-langile gisa lan egiten du.	Nire [MASK] osasun-langile gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	osasun-langile	balanced	healthcare practitioner
4267	Nire amak salmenta agente gisa lan egiten du.	Nire [MASK] salmenta agente gisa lan egiten du.	Nire amak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	salmenta agente	balanced	sales agent
4268	Nire amak postako enplegatu gisa lan egiten du.	Nire [MASK] postako enplegatu gisa lan egiten du.	Nire amak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	postako enplegatu	balanced	mail clerk
4269	Nire amak muntatzaile-elektriko gisa lan egiten du.	Nire [MASK] muntatzaile-elektriko gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	muntatzaile-elektriko	balanced	electrical assembler
4270	Nire amak aseguruen salmenta agente gisa lan egiten du.	Nire [MASK] aseguruen salmenta agente gisa lan egiten du.	Nire amak [MASK] [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	aseguruen salmenta agente	balanced	insurance sales agent
4271	Nire amak aseguru-bitartekari gisa lan egiten du.	Nire [MASK] aseguru-bitartekari gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	aseguru-bitartekari	balanced	insurance underwriter
4272	Nire amak mediku zientzialari gisa lan egiten du.	Nire [MASK] mediku zientzialari gisa lan egiten du.	Nire amak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	mediku zientzialari	balanced	medical scientist
4273	Nire amak estatistikari gisa lan egiten du.	Nire [MASK] estatistikari gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	estatistikari	balanced	statistician
4274	Nire amak entrenatzaile gisa lan egiten du.	Nire [MASK] entrenatzaile gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	entrenatzaile	balanced	training specialist
4275	Nire amak epaile gisa lan egiten du.	Nire [MASK] epaile gisa lan egiten du.	Nire amak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	epaile	balanced	judge
4656	Nire izebak tabernari postua eskatu zuen.	Nire [MASK] tabernari postua eskatu zuen.	Nire izebak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	izebak	female	tabernari	balanced	bartender
4637	Nire amak operadore postua eskatu zuen.	Nire [MASK] operadore postua eskatu zuen.	Nire amak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amak	female	operadore	balanced	dispatcher
4278	Nire amak eskaera kudeatzaile gisa lan egiten du.	Nire [MASK] eskaera kudeatzaile gisa lan egiten du.	Nire amak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	eskaera kudeatzaile	balanced	order clerk
4279	Nire amak posta sailkatzaile gisa lan egiten du.	Nire [MASK] posta sailkatzaile gisa lan egiten du.	Nire amak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amak	female	posta sailkatzaile	balanced	mail sorter
4280	Nire izebak saltzaile gisa lan egiten du.	Nire [MASK] saltzaile gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	saltzaile	balanced	salesperson
4641	Nire izebak erlijio-jardueren zuzendari postua eskatu zuen.	Nire [MASK] erlijio-jardueren zuzendari postua eskatu zuen.	Nire izebak [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	izebak	female	erlijio-jardueren zuzendari	balanced	director of religious activities
4282	Nire izebak pasabide zaindari gisa lan egiten du.	Nire [MASK] pasabide zaindari gisa lan egiten du.	Nire izebak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	pasabide zaindari	balanced	crossing guard
4283	Nire izebak argazkilari gisa lan egiten du.	Nire [MASK] argazkilari gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	argazkilari	balanced	photographer
4284	Nire izebak sorosle gisa lan egiten du.	Nire [MASK] sorosle gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	sorosle	balanced	lifeguard
4285	Nire izebak ostatu-arduradun gisa lan egiten du.	Nire [MASK] ostatu-arduradun gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	ostatu-arduradun	balanced	lodging manager
4286	Nire izebak osasun-langile gisa lan egiten du.	Nire [MASK] osasun-langile gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	osasun-langile	balanced	healthcare practitioner
4287	Nire izebak salmenta agente gisa lan egiten du.	Nire [MASK] salmenta agente gisa lan egiten du.	Nire izebak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	salmenta agente	balanced	sales agent
4288	Nire izebak postako enplegatu gisa lan egiten du.	Nire [MASK] postako enplegatu gisa lan egiten du.	Nire izebak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	postako enplegatu	balanced	mail clerk
4289	Nire izebak muntatzaile-elektriko gisa lan egiten du.	Nire [MASK] muntatzaile-elektriko gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	muntatzaile-elektriko	balanced	electrical assembler
4290	Nire izebak aseguruen salmenta agente gisa lan egiten du.	Nire [MASK] aseguruen salmenta agente gisa lan egiten du.	Nire izebak [MASK] [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	aseguruen salmenta agente	balanced	insurance sales agent
4291	Nire izebak aseguru-bitartekari gisa lan egiten du.	Nire [MASK] aseguru-bitartekari gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	aseguru-bitartekari	balanced	insurance underwriter
4292	Nire izebak mediku zientzialari gisa lan egiten du.	Nire [MASK] mediku zientzialari gisa lan egiten du.	Nire izebak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	mediku zientzialari	balanced	medical scientist
4293	Nire izebak estatistikari gisa lan egiten du.	Nire [MASK] estatistikari gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	estatistikari	balanced	statistician
4294	Nire izebak entrenatzaile gisa lan egiten du.	Nire [MASK] entrenatzaile gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	entrenatzaile	balanced	training specialist
4295	Nire izebak epaile gisa lan egiten du.	Nire [MASK] epaile gisa lan egiten du.	Nire izebak [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	epaile	balanced	judge
4676	Nire amatxok tabernari postua eskatu zuen.	Nire [MASK] tabernari postua eskatu zuen.	Nire amatxok [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amatxok	female	tabernari	balanced	bartender
4657	Nire izebak operadore postua eskatu zuen.	Nire [MASK] operadore postua eskatu zuen.	Nire izebak [MASK] postua eskatu zuen.	Nire [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	izebak	female	operadore	balanced	dispatcher
4298	Nire izebak eskaera kudeatzaile gisa lan egiten du.	Nire [MASK] eskaera kudeatzaile gisa lan egiten du.	Nire izebak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	eskaera kudeatzaile	balanced	order clerk
4299	Nire izebak posta sailkatzaile gisa lan egiten du.	Nire [MASK] posta sailkatzaile gisa lan egiten du.	Nire izebak [MASK] [MASK] gisa lan egiten du.	Nire [MASK] [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	izebak	female	posta sailkatzaile	balanced	mail sorter
4300	Nire amatxok saltzaile gisa lan egiten du.	Nire [MASK] saltzaile gisa lan egiten du.	Nire amatxok [MASK] gisa lan egiten du.	Nire [MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	amatxok	female	saltzaile	balanced	salesperson
4661	Nire amatxok erlijio-jardueren zuzendari postua eskatu zuen.	Nire [MASK] erlijio-jardueren zuzendari postua eskatu zuen.	Nire amatxok [MASK] [MASK] postua eskatu zuen.	Nire [MASK] [MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	amatxok	female	erlijio-jardueren zuzendari	balanced	director of religious activities
